"id","name","screen_name","statuses_count","followers_count","friends_count","favourites_count","listed_count","created_at","url","lang","time_zone","location","default_profile","default_profile_image","geo_enabled","profile_image_url","profile_banner_url","profile_use_background_image","profile_background_image_url_https","profile_text_color","profile_image_url_https","profile_sidebar_border_color","profile_background_tile","profile_sidebar_fill_color","profile_background_image_url","profile_background_color","profile_link_color","utc_offset","protected","verified","description","updated","dataset"
"616220543","Renae Hamilton","renaepdga","70","26","709","1","0","Sat Jun 23 15:49:05 +0000 2012",,"en",,"Ohio","1",,,"http://a0.twimg.com/profile_images/3208024621/ee12ba30dde81bbfd104b8d79a564e93_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3208024621/ee12ba30dde81bbfd104b8d79a564e93_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"Upside Down Solutions (UDS) s a non-profi agency focused on providing home owners with information regarding solutions on how to save their homes.","2015-02-14 10:40:01","INT"
"616220612","Mozella Ellison","mozellatb","71","20","528","0","0","Sat Jun 23 15:49:22 +0000 2012",,"en",,"Sask.","1",,,"http://a0.twimg.com/profile_images/3303845652/4b0aaf6171d4f100109bf006f698af42_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3303845652/4b0aaf6171d4f100109bf006f698af42_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"I love FTSK!!! Kyle Burns is hotie!  love hearing new bands..so tweet me!","2015-02-14 10:40:01","INT"
"616220681","Marketta Aguirre","aguirreet","58","19","583","0","0","Sat Jun 23 15:49:47 +0000 2012",,"en",,"En San Jose Costa Rica","1",,,"http://a0.twimg.com/profile_images/3230110471/a1afe9314920799165cc697e9db09274_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3230110471/a1afe9314920799165cc697e9db09274_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"Well HEY(: My names Hannah & i petty much dont know what to say? sooo.....Hey(: haha","2015-02-14 10:40:01","INT"
"616220743","Garnet Baird","bairdzllt","107","33","1002","0","0","Sat Jun 23 15:44:45 +0000 2012",,"en",,"São Paulo","1",,,"http://a0.twimg.com/profile_images/3234970788/78ea5ce88acf0965bafd0bc997e16b5b_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3234970788/78ea5ce88acf0965bafd0bc997e16b5b_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"E quando o mundo te disser “Desista”, Prefira ouvir os sussuros de espeança “Tente outra vez”","2015-02-14 10:40:01","INT"
"616220864","Crystle Chambers","crystletnoit","68","30","560","0","0","Sat Jun 23 15:49:46 +0000 2012",,"en",,"Indiana","1",,,"http://a0.twimg.com/profile_images/3292512468/225558b49d270eadb386039dc290aa7d_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3292512468/225558b49d270eadb386039dc290aa7d_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,"2015-02-14 10:40:01","INT"
"616221038","Kathrin Armstrong","kathrintt","54","24","592","0","0","Sat Jun 23 15:50:03 +0000 2012",,"en",,"","1",,,"http://a0.twimg.com/profile_images/3292516269/4787a54b0154e6f2a3ae4a1568ece4ad_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3292516269/4787a54b0154e6f2a3ae4a1568ece4ad_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"I'm a #TEAMFATALE. And My Lif is a Group.. JOIN.. #TFB #TEAMARIES #TEAMJORDAN #TEAMFEMME #GATTASNATION #TEAMMARKETABLE LIVEPROFILE LP6CONMC Add Me..","2015-02-14 10:40:01","INT"
"616221044","Rodolfo Pearson","rodolfodw","37","23","559","0","0","Sat Jun 23 15:50:09 +0000 2012",,"en",,"Norfolk, VA/ Los Angeles, CA","1",,,"http://a0.twimg.com/profile_images/3215030947/eb79b48033c25ac8878f722d36806bf3_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3215030947/eb79b48033c25ac8878f722d36806bf3_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"exy celeb supporters, PETA antics, shocking videos, vegan recipes  more!","2015-02-14 10:40:01","INT"
"616221088","Evette Branch","evettebkun","53","22","622","0","0","Sat Jun 23 15:44:51 +0000 2012",,"en",,"517 Kelvin Rd Victoria BC","1",,,"http://a0.twimg.com/profile_images/3230080744/33481b2220c8170c14a8b6b7063df07f_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3230080744/33481b2220c8170c14a8b6b7063df07f_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"Searles’ Auto Repair is conveniently located at 517 Klvin Rd. Come see us fr all of your vehicle requirements!","2015-02-14 10:40:01","INT"
"616221151","Rocio Haney","rociohaneyykahm","67","24","678","0","0","Sat Jun 23 15:45:05 +0000 2012",,"en",,"planet earth","1",,,"http://a0.twimg.com/profile_images/3173866240/8ced8f7ba30bddf8f8283afed74e0bfd_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3173866240/8ced8f7ba30bddf8f8283afed74e0bfd_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,"2015-02-14 10:40:01","INT"
"616221152","Carli Cochran","carlicochrands","46","24","589","0","0","Sat Jun 23 15:50:02 +0000 2012",,"en",,"Hollywood❤","1",,,"http://a0.twimg.com/profile_images/3236788166/491b478fc8ef77d497b5315d9253ad53_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3236788166/491b478fc8ef77d497b5315d9253ad53_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"ust a simple girl supportng Brogan Burnside ❤ ☮","2015-02-14 10:40:01","INT"
"616221239","Daine Dillard","dainedillard","60","27","566","0","0","Sat Jun 23 15:49:55 +0000 2012",,"en",,"Baltimore MD","1",,,"http://a0.twimg.com/profile_images/3230171981/c11a89623b729d2194622de1536b7d3c_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3230171981/c11a89623b729d2194622de1536b7d3c_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"A Young Music Artist Driven By Positivity . . . For all booking/Features inquiries: JayVerzeBooking@Gail.com Or JaVerze@Gmail.com","2015-02-14 10:40:01","INT"
"616221350","Elease Chen","eleasezg","58","26","559","0","0","Sat Jun 23 15:50:09 +0000 2012",,"en",,"Somewhere near you,Mich.","1",,,"http://a0.twimg.com/profile_images/3212945573/af8b4be1290fb15893e9e9c5443d8cc6_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3212945573/af8b4be1290fb15893e9e9c5443d8cc6_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"A complete mobie Twitter client for your pone.","2015-02-14 10:40:01","INT"
"616221404","In Conner","inconnerrnziz","48","20","590","0","0","Sat Jun 23 15:50:46 +0000 2012",,"en",,"Argentina","1",,,"http://a0.twimg.com/profile_images/3230907121/f950ec6b2ebc0967dc74668522d81fbf_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3230907121/f950ec6b2ebc0967dc74668522d81fbf_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"Je vous aime Justn ieber","2015-02-14 10:40:01","INT"
"616221593","Bettina Campbell","campbellzlat","65","23","590","0","0","Sat Jun 23 15:50:30 +0000 2012",,"en",,"Glasgow!","1",,,"http://a0.twimg.com/profile_images/3292513131/4311531887bccfb6ff2cfa4022781009_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3292513131/4311531887bccfb6ff2cfa4022781009_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"a ust dont ge a fuck x","2015-02-14 10:40:01","INT"
"616221623","Hyon Padilla","hyonpadillaln","56","22","541","0","0","Sat Jun 23 15:50:36 +0000 2012",,"en",,"Washington, D.C.","1",,,"http://a0.twimg.com/profile_images/3292560956/f546b9db492151b2711b752798f05f64_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3292560956/f546b9db492151b2711b752798f05f64_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"Hey,B-) My Name i Noori am 14 years old :D","2015-02-14 10:40:01","INT"
"616221632","Chara Rowland","charankfre","55","27","617","0","0","Sat Jun 23 15:50:40 +0000 2012",,"en",,"Parma, Cleveland .","1",,,"http://a0.twimg.com/profile_images/3292573204/f9b7169ec674ab722614233b2ed21550_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3292573204/f9b7169ec674ab722614233b2ed21550_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"Im only concerned bout me&mine.9/21/11♥‿♥LoveOfyLife-Shae♡@092111_ILuvU2 #Autumn=myideordie ❤ Tee-jayFavorite TyreeTWINN","2015-02-14 10:40:01","INT"
"616221752","Barbera Winters","wintersfzwxx","75","21","592","0","0","Sat Jun 23 15:50:42 +0000 2012",,"en",,"El Salvador","1",,,"http://a0.twimg.com/profile_images/3292505262/d1e5003cb959000f1783bd00dfe069ff_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3292505262/d1e5003cb959000f1783bd00dfe069ff_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"ranqulisiiiima!!!","2015-02-14 10:40:01","INT"
"616221758","Jamee Brock","brockgcyk","50","23","556","0","0","Sat Jun 23 15:50:47 +0000 2012",,"en",,"Laguna Beach, CA","1",,,"http://a0.twimg.com/profile_images/3230160038/1fac4a5233ec6e18eafdda1c64924e24_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3230160038/1fac4a5233ec6e18eafdda1c64924e24_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"Travel, my love,my life, let' go!","2015-02-14 10:40:01","INT"
"616221794","Jonell Mullins","jonellmullinsvc","51","12","503","0","0","Sat Jun 23 15:50:56 +0000 2012",,"en",,"Behind the VERIZON MAN","1",,,"http://a0.twimg.com/profile_images/3230186168/fe6315c34771c17f6cd423ba5c74eab0_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3230186168/fe6315c34771c17f6cd423ba5c74eab0_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"nl","2015-02-14 10:40:01","INT"
"616221926","Fidel Montgomery","fidelmontgom","45","22","509","0","0","Sat Jun 23 15:50:53 +0000 2012",,"en",,"United States","1",,,"http://a0.twimg.com/profile_images/3230187117/06fff8155c4a59aed2684d77aa4c866e_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3230187117/06fff8155c4a59aed2684d77aa4c866e_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"My name is  nona I am a Muslim girl i love zay mlik 3","2015-02-14 10:40:01","INT"
"616222001","Anitra Parks","anitraojql","45","27","702","0","0","Sat Jun 23 15:50:57 +0000 2012",,"en",,"My mom&#39;s heart","1",,,"http://a0.twimg.com/profile_images/3292623622/5371dd7ab1b8f1aa92ba903a9bc7e6ba_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3292623622/5371dd7ab1b8f1aa92ba903a9bc7e6ba_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"| Get to know me (; | Blew out the candle on October 10th | Born in Queens New York&Raised inATL.","2015-02-14 10:40:01","INT"
"616222051","Hannah Wallace","hannahwallac","78","25","752","0","0","Sat Jun 23 15:46:05 +0000 2012",,"en",,"Belgium","1",,,"http://a0.twimg.com/profile_images/3292522047/df5434e1ec68d4f8e9eebd8a185affea_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3292522047/df5434e1ec68d4f8e9eebd8a185affea_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"I love music ! who i love? asme.","2015-02-14 10:40:01","INT"
"616222118","Monty Guzman","montyguzmandkgb","55","34","574","0","0","Sat Jun 23 15:51:10 +0000 2012",,"en",,"wit diggy simmons","1",,,"http://a0.twimg.com/profile_images/3230164713/d3db987854b6cd7753b90ee81dfb2811_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3230164713/d3db987854b6cd7753b90ee81dfb2811_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"im not a hater because wht u got i hav butbeter!","2015-02-14 10:40:01","INT"
"616222247","Lita Ortiz","litaortizqwz","39","24","526","0","0","Sat Jun 23 15:51:20 +0000 2012",,"en",,"Victoria BC","1",,,"http://a0.twimg.com/profile_images/3230194393/4da00c56c6ef25ad4d96d087cecd7007_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3230194393/4da00c56c6ef25ad4d96d087cecd7007_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,"2015-02-14 10:40:01","INT"
"616222397","Shelia Stanton","sheliaymaek","65","26","550","0","0","Sat Jun 23 15:51:22 +0000 2012",,"en",,"Somewhere Far.. Away","1",,,"http://a0.twimg.com/profile_images/3230159724/8aec838852d27a727c17401033d62a07_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3230159724/8aec838852d27a727c17401033d62a07_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"Nothin is ipossible, the word itself says 'I'm possible'!","2015-02-14 10:40:01","INT"
"616222607","Marlene Mcfarland","marleneslncu","44","20","562","0","0","Sat Jun 23 15:51:29 +0000 2012",,"en",,"Vancouver BC","1",,,"http://a0.twimg.com/profile_images/3292643400/54463dc3b0cfced07bdeaf2bd87951b6_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3292643400/54463dc3b0cfced07bdeaf2bd87951b6_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"follow me and ill follow your ass back.hi.this is the stoy of b awkward girl named maxine.","2015-02-14 10:40:01","INT"
"616222681","Lera Faulkner","lerahai","60","23","577","0","0","Sat Jun 23 15:46:35 +0000 2012",,"en",,"Atlanta / Statesboro","1",,,"http://a0.twimg.com/profile_images/3292474979/dcb62c821e737ad0958468ca361de549_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3292474979/dcb62c821e737ad0958468ca361de549_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"2; GaSouthern;","2015-02-14 10:40:01","INT"
"616222720","Tatyana Farley","tatyanaoqj","55","28","611","0","0","Sat Jun 23 15:46:39 +0000 2012",,"en",,"Uncient Greece","1",,,"http://a0.twimg.com/profile_images/3218056346/85b14d23708ffdae361719b7cf5e4687_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3218056346/85b14d23708ffdae361719b7cf5e4687_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,"2015-02-14 10:40:01","INT"
"616222768","Elena Benson","elenapnvf","65","25","639","0","0","Sat Jun 23 15:46:53 +0000 2012",,"en",,"Romania","1",,,"http://a0.twimg.com/profile_images/3230101495/0fecd55720f4fa0c4498c0ef85eeb5f9_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3230101495/0fecd55720f4fa0c4498c0ef85eeb5f9_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"Like ThisPage . :)","2015-02-14 10:40:01","INT"
"616222814","Tambra Fowler","tambrafowl","47","16","552","0","0","Sat Jun 23 15:52:05 +0000 2012",,"en",,"Santa Bárbara D&#39;Oeste - SP","1",,,"http://a0.twimg.com/profile_images/3292593875/8c1bfd3f290756743b8e255e5088c04b_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3292593875/8c1bfd3f290756743b8e255e5088c04b_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"Den....Just Den. Followme & I'll ollow back","2015-02-14 10:40:01","INT"
"616222831","Darcel Ward","wardtik","67","23","684","0","0","Sat Jun 23 15:46:56 +0000 2012",,"en",,"Campinas - SP Brasil","1",,,"http://a0.twimg.com/profile_images/3292501950/e2c4b214f09d1a8089d8f5f04dfc1d9d_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3292501950/e2c4b214f09d1a8089d8f5f04dfc1d9d_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"Procure ou Anuncie com rapidez no mais completo Guia Cmercial de Campinas e Região - http://t.co/OMo38YYxgb   ANÚCIOS GRÁTIS confira!","2015-02-14 10:40:01","INT"
"616222843","Leonia Tran","transhvy","69","27","698","0","0","Sat Jun 23 15:47:00 +0000 2012",,"en",,"USA","1",,,"http://a0.twimg.com/profile_images/3212853615/ecf1b1d3335d5d2ed5a5bafe00adb0b8_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3212853615/ecf1b1d3335d5d2ed5a5bafe00adb0b8_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"Our team of SEO Specialists are here o provide you the bes SEO services for the best results.","2015-02-14 10:40:01","INT"
"616222864","Pandora Carr","pandorapgvt","59","20","618","0","0","Sat Jun 23 15:46:55 +0000 2012",,"en",,"in your mind","1",,,"http://a0.twimg.com/profile_images/3292478081/c4cbe9c26299122d2d6fb5c00479688b_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3292478081/c4cbe9c26299122d2d6fb5c00479688b_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"ust trust e!","2015-02-14 10:40:01","INT"
"616222988","Melia Hughes","hughesxug","41","15","558","0","0","Sat Jun 23 15:51:59 +0000 2012",,"en",,"Paris , France","1",,,"http://a0.twimg.com/profile_images/3292542001/9b020d6d484702c7472a606f45ac9d42_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3292542001/9b020d6d484702c7472a606f45ac9d42_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"I Dont Need Your Pssy , Bitch Im On My wn Dick. ^__^","2015-02-14 10:40:01","INT"
"616223065","Dion Burke","dionburkeolbbb","56","20","734","0","0","Sat Jun 23 15:46:58 +0000 2012",,"en",,"New York","1",,,"http://a0.twimg.com/profile_images/3284656895/b9845a131f83121fdf6cb9e2a2c6e323_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3284656895/b9845a131f83121fdf6cb9e2a2c6e323_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"Thanks for Giing me a LooK :) If you are bred and blue check out my gift card coupon site. It would sure help me out! ;)","2015-02-14 10:40:01","INT"
"616223147","Luanna Robertson","luannarober","44","22","572","0","0","Sat Jun 23 15:52:24 +0000 2012",,"en",,"Curitiba Pr","1",,,"http://a0.twimg.com/profile_images/3292597576/0a81ab4dc83bc3e649a678a48839bd17_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3292597576/0a81ab4dc83bc3e649a678a48839bd17_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,"2015-02-14 10:40:01","INT"
"616223167","Ettie Miles","ettielc","72","21","721","0","0","Sat Jun 23 15:47:07 +0000 2012",,"en",,"Quincy, MA","1",,,"http://a0.twimg.com/profile_images/3300875953/96771ce59abcaeb0aa93e53eab847376_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3300875953/96771ce59abcaeb0aa93e53eab847376_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,"2015-02-14 10:40:01","INT"
"616223195","Cristen Davenport","cristendavenp","52","25","527","0","0","Sat Jun 23 15:52:24 +0000 2012",,"en",,"CDT Anhanguera  - SP, Brasil","1",,,"http://a0.twimg.com/profile_images/3219257464/1029826c9fa0d38aa824dfe9b928a7e9_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3219257464/1029826c9fa0d38aa824dfe9b928a7e9_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"MAS VEM RACÁ, VEM PRA CÁ!","2015-02-14 10:40:01","INT"
"616223302","Collen Harper","collenkmd","59","24","656","0","0","Sat Jun 23 15:47:18 +0000 2012",,"en",,"Billerica, MA","1",,,"http://a0.twimg.com/profile_images/3292483986/bebd49b195411e2e0dde9830cc246e62_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3292483986/bebd49b195411e2e0dde9830cc246e62_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"Corinne Battle: Wife, moter, entrepreneur, owner and chief crafter of Bagalicious, an Etsy shop of handcrafted handbags & ccessories...AKA @ClearPointWeb","2015-02-14 10:40:01","INT"
"616223419","Joni Whitley","jonipjcgu","70","22","639","0","0","Sat Jun 23 15:47:19 +0000 2012",,"en",,"dallas texas","1",,,"http://a0.twimg.com/profile_images/3292482862/990d9de05303c9268500ed8f3ffd7080_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3292482862/990d9de05303c9268500ed8f3ffd7080_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"a graphic designer, artist, cartoonist, blogger, nd poet. check my blogs out on my blogsite.#TeamScorpio #Teamfollowback, unfollowers will be unfollowed.","2015-02-14 10:40:01","INT"
"616223567","Aline Petersen","alinepetersenfo","57","27","565","0","0","Sat Jun 23 15:52:37 +0000 2012",,"en",,"NYC - Amsterdam, Netherlands.","1",,,"http://a0.twimg.com/profile_images/3230170061/213a30b26100deacb199277aa5ab3c10_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3230170061/213a30b26100deacb199277aa5ab3c10_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"MusicProducerMiracleMuzik ENT| Production Credits in Amsterdam & USA : Jmack , kevin white , raina & pharroah , lloyd de meza, ETC ,MiracleMuzik@Gmail.com","2015-02-14 10:40:01","INT"
"616223591","Rodolfo Mullins","rodolfosdqb","55","22","511","0","0","Sat Jun 23 15:52:48 +0000 2012",,"en",,"wherever the story is","1",,,"http://a0.twimg.com/profile_images/3230164058/ec8f9c22078c2da18d2efd906fc5a302_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3230164058/ec8f9c22078c2da18d2efd906fc5a302_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"Shedding light on the underdogs and big names in the industry rather dancers,singers,rappers,models,or designers..Follow Our Editor  @jst_ba","2015-02-14 10:40:01","INT"
"616223636","Emeline Keith","emelinekeit","57","21","579","0","0","Sat Jun 23 15:52:45 +0000 2012",,"en",,"Manhattan, NY","1",,,"http://a0.twimg.com/profile_images/3292540733/cebddaebcb8f564f9faf8ff4d7fcb385_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3292540733/cebddaebcb8f564f9faf8ff4d7fcb385_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,":) i fogot how much i liked uing this.","2015-02-14 10:40:01","INT"
"616223671","Magdalen Bush","bushxr","51","25","623","0","0","Sat Jun 23 15:47:42 +0000 2012",,"en",,"Portugal","1",,,"http://a0.twimg.com/profile_images/3218556510/be75b63445211f13176407c10693c1c5_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3218556510/be75b63445211f13176407c10693c1c5_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"I'm not better, I'm not orst.. I'M DIFFERENT!","2015-02-14 10:40:01","INT"
